Buy_CountI,Buy_CountN,Buy_I_Volume,Buy_N_Volume,Sell_CountI,Sell_CountN,Sell_I_Volume,Sell_N_Volume,bvol,cs,cs_id,eps,id,isin,l18,l30,mv,pc,pcc,pcp,pd1,pd2,pd3,pd4,pd5,pe,pf,pl,plc,plp,pmax,pmin,po1,po2,po3,po4,po5,py,qd1,qd2,qd3,qd4,qd5,qo1,qo2,qo3,qo4,qo5,time,tmax,tmin,tno,tval,tvol,z,zd1,zd2,zd3,zd4,zd5,zo1,zo2,zo3,zo4,zo5
374,1,2156903,7000,3197,2,1963871,200032,1,زراعت و خدمات وابسته,1,6307,48636523343139021,IRO3HELZ0001,زهلال,کشت و صنعت هلال,26740000000000,53480,1540,2.96,53490,53420,53400,53390,53380,8.5,53490,53490,1550,2.98,53490,53100,0,0,0,0,0,51940,130020,14662,23624,356,13708,0,0,0,0,0,12:29:59,53490,50390,3763,115730630740,2163903,500000000,45,2,8,1,3,0,0,0,0,0
2805,5,38382079,14157727,68,2,1748453,50791353,1,صندوق سرمایه‌گذاری قابل معامله,68,,8456220681927384,IRT3DARF0001,بنکوداریوش,صندوق س.بخشی داریوش3-ب,50422000000000,25211,732,2.99,25213,25212,25211,25210,25209,,24983,25213,734,3,25213,24701,25300,0,0,0,0,24479,2235436,80226,125,26206,45444,6000,0,0,0,0,12:21:43,25213,23745,3663,1324572794251,52539806,2000000000,75,10,1,3,7,2,0,0,0,0
1743,2,197259961,193982083,500,3,330051116,61190928,1,صندوق سرمایه‌گذاری قابل معامله,68,,34718633636164421,IRT1KMND0001,کمند,صندوق س. با درآمد ثابت کمند,100090000000000,10009,-264,-2.57,10009,10008,10007,10006,10005,,10009,10009,-264,-2.57,10010,10009,10010,10011,10012,10013,10014,10273,501453745,2076448,2112799,2009291,8005597,49496236,2000000,2000000,2000000,2000000,13:03:46,10581,9965,3359,3957316912355,395367496,10000000000,11,17,6,5,12,1,1,1,1,1
731,2,55171804,3071260,555,2,55940897,2302167,1,صندوق سرمایه‌گذاری قابل معامله,68,,45292762906823004,IRT1KLID0001,کلید,صندوق س خانه آگاه-املاک,17927000000000,17927,433,2.48,18018,18010,18000,17999,17998,,17650,18018,524,3,18018,17650,18080,0,0,0,0,17494,10240111,11000,35934,5851,671,1903,0,0,0,0,12:57:47,18018,16970,3319,1044157035445,58243342,1000000000,38,2,6,6,3,6,0,0,0,0
505,1,5421420,270661,2148,6,4410078,1282003,1,محصولات کاغذی,21,3233,64380036977879368,IRO3KOLZ0001,کولان,کولان سل,29070000000000,28500,440,1.57,28770,28760,28740,28730,28700,8.8,28170,28790,730,2.6,28860,28070,28810,28820,28830,28840,28850,28060,529,2138,350,2706,1127,73,14,5073,20397,5000,12:29:59,28900,27220,3304,162209392230,5692081,1020000000,1,2,1,1,2,1,1,2,2,1
768,44,634694,423462,431,6,709570,348586,1,صندوق سرمایه‌گذاری قابل معامله,68,,33254899395816171,IRTKZARF0001,زر,صندوق س.کالای امید ثروت ایران,191439000000000,957195,-8929,-0.92,960501,960500,960499,960151,960150,,951940,960500,-5624,-0.58,963490,951940,960537,960538,960539,960946,960947,966124,186,1128,298,730,100,248,887,748,521,1378,13:03:41,1062736,869512,3299,1065295432886,1112934,200000000,3,17,1,1,1,1,2,1,1,1
1188,7,37034681,752764,710,4,34358142,3429303,1,صندوق سرمایه‌گذاری قابل معامله,68,,8620139816622134,IRTKNOGH0001,نقرابی,صندوق س.کالای کهکشان فیروزه1,79704000000000,13284,-114,-0.85,13343,13342,13341,13340,13339,,13124,13353,-45,-0.34,13397,13124,13353,13354,13355,13356,13370,13398,10000,16200,118686,232157,118734,207509,8585,6125,715,35000,13:03:52,14737,12059,3285,534481900306,40236447,6000000000,1,1,6,10,5,3,2,1,1,3
830,6,18041713,11985020,559,9,5386923,24639810,1,محصولات شیمیایی,44,3744,19040514831923530,IRO1NORI0001,نوری,پتروشیمی نوری,3633600000000000,37850,1100,2.99,37850,37840,37800,37770,37750,10.1,37850,37850,1100,2.99,37850,37800,62920,0,0,0,0,36750,10405865,88436,47420,1000,34582,17194,0,0,0,0,12:29:24,37850,35650,3281,1136508309810,30026733,96000000000,768,13,12,2,5,4,0,0,0,0
480,1,57674747,34644,2237,3,42850232,14859159,1,فلزات اساسی,27,596,37297472492769191,IRO3AYHZ0001,فهامون,آلیاژ گستر هامون,16214000000000,4840,130,2.76,4850,4840,4830,4820,4810,8.1,4850,4850,140,2.97,4850,4740,4950,0,0,0,0,4710,3243546,60679,36087,80000,18056,102030,0,0,0,0,12:29:48,4850,4570,3215,279367055060,57709391,3350000000,27,3,6,2,4,11,0,0,0,0
624,2,25397943,1867312,1575,2,22564350,4700905,1,ساخت محصولات فلزی,28,762,41529644566373651,IRO3HANI0001,هانیکو,هامون نایزه,52989500000000,8090,190,2.41,8130,8120,8110,8100,8090,10.6,7930,8130,230,2.91,8130,7930,8150,8220,8240,8290,8300,7900,48150,21608,22359,105772,198054,850,15000,349,11048,10000,12:29:55,8130,7670,3121,220542603990,27265255,6550000000,4,6,5,3,6,1,1,1,4,1
477,9,2814497761,258310172,775,6,325163739,2747644194,1,خودرو و ساخت قطعات,34,-154,44891482026867833,IRO1SIPA0001,خساپا,سایپا,1233691212586000,761,22,2.98,761,760,756,755,754,-4.9,761,761,22,2.98,761,761,0,0,0,0,0,739,1005525887,1702534,830000,1839604,3967035,0,0,0,0,0,12:29:56,761,717,3119,2338406837013,3072807933,1621144826000,1164,8,6,4,3,0,0,0,0,0
432,33,107355182,199424335,805,29,94488930,212290587,1,بانک‌ها و موسسات اعتباری,57,711,47302318535715632,IRO1NOVN0001,ونوین,بانک‌اقتصادنوین,1120534809520000,3760,100,2.73,3760,3750,3740,3730,3720,5.3,3740,3760,100,2.73,3760,3730,3800,3890,5380,0,0,3660,203020020,345828,108799,697576,420497,106155,20000,175000,0,0,12:29:30,3760,3560,3091,1153127707700,306779517,298014577000,804,8,4,8,5,4,1,1,0,0
979,1,205971131,1350000,575,1,206721131,600000,1,لاستیک و پلاستیک,25,93,34552750623263639,IRO3PLSP0001,پلاست,کارخانجات تولیدی پلاستیران,16058000000000,2294,22,0.97,2274,2273,2272,2271,2270,24.7,2300,2277,5,0.22,2325,2250,2277,2281,2288,2290,2296,2272,154833,239177,101700,15387,1099125,141060,476973,87725,1722000,40000,12:29:57,2340,2204,3051,475637247647,207321131,7000000000,3,3,3,4,5,1,2,1,35,1
465,2,37931991,2134000,1694,6,17923533,22142458,1,کاشی و سرامیک,49,966,36236701370110884,IRO3PRPT0001,کپرسپولیس,مجتمع کاشی و سنگ پرسپولیس یزد,57218000000000,8540,230,2.77,8550,8540,8530,8520,8510,8.8,8550,8550,240,2.89,8550,8500,8660,8670,8690,0,0,8310,20377939,12450,875113,603482,733000,343,342,5225,0,0,12:29:53,8550,8070,3029,342329141040,40065991,6700000000,158,2,18,22,18,1,1,15,0,0
1083,4,39277132,2126446,660,4,39718604,1684974,1,صندوق سرمایه‌گذاری قابل معامله,68,,33761569293467411,IRTKSIMI0001,سیمین,صندوق س.نقره سیمین هوبر,64285000000000,12857,-81,-0.63,12945,12943,12942,12939,12938,,12799,12945,7,0.05,13009,12780,12948,12949,12950,12956,12957,12938,225494,103291,4353,91976,170058,68774,43816,13524,100500,162484,13:03:46,14231,11645,3008,549107783453,42707290,5000000000,4,3,2,9,11,5,1,3,2,3
1007,4,25798826,4675458,870,9,28966241,1508043,1,فعالیت‌های کمکی به نهادهای مالی واسط,67,522,49641108336531623,IRO1BENC0001,انرژی,بورس انرژی ایران,101655000000000,25100,630,2.57,25200,25190,25170,25160,25150,48.1,24700,25200,730,2.98,25200,24500,0,0,0,0,0,24470,3440736,8112,5958,3250,10500,0,0,0,0,0,12:29:30,25200,23740,2986,765015441790,30474284,4050000000,52,2,2,1,2,0,0,0,0,0
695,38,60578797,5074000,1447,12,28996085,36656712,1,فلزات اساسی,27,1411,35425587644337450,IRO1MSMI0001,فملی,ملی‌ صنایع‌ مس‌ ایران,34401600000000000,23890,690,2.97,23890,23880,23870,23860,23850,16.9,23890,23890,690,2.97,23890,23890,29200,0,0,0,0,23200,450138157,473636,49081,33621,347806,2400,0,0,0,0,12:29:38,23890,22510,2886,1568445320330,65652797,1440000000000,9999,68,12,13,68,1,0,0,0,0
636,13,26670994,10474906,299,7,27956903,9188997,1,صندوق سرمایه‌گذاری قابل معامله,68,,35389487611786089,IRTKJAMF0001,جام طلا,صندوق س.مبتنی بر کالای فارابی,81692000000000,20423,-277,-1.34,20518,20517,20516,20515,20514,,20600,20540,-160,-0.77,20600,20287,20540,20559,20560,20565,20566,20700,5215,109913,10000,40545,100000,5581,25000,50000,65000,250000,13:03:53,22770,18630,2875,765632678621,37488491,4000000000,2,2,1,2,1,2,2,1,2,3
548,9,197761732,40042576,410,8,106141382,131662926,1,فلزات اساسی,27,93,33441514568901717,IRO1MDKO0001,میدکو,توسعه معادن وص.معدنی خاورمیانه,1937200000000000,6680,180,2.77,6690,6680,6670,6660,6650,71.8,6590,6690,190,2.92,6690,6570,6750,6790,6810,6830,7000,6500,86790197,25628,4000,12000,24000,748,20000,10000,20000,143421,12:29:14,6690,6310,2859,1588744025700,237804308,290000000000,351,6,2,2,2,1,1,1,2,1
994,3,47571331,950000,517,6,37571063,10950268,1,انبوه‌سازی، املاک و مستغلات,70,264,30852391633490755,IRO1OFRS0001,ثفارس,عمران‌وتوسعه‌فارس,62127000000000,15340,430,2.88,15350,15340,15330,15320,15310,58.1,15320,15350,440,2.95,15350,15210,15390,16020,16070,0,0,14910,1234592,54820,55190,1700,13904,5000,29800,100814,0,0,12:29:20,15350,14470,2821,744479632860,48521331,4050000000,53,6,2,2,3,1,3,3,0,0
408,12,1052274415,104000000,614,10,245186415,911088000,1,بانک‌ها و موسسات اعتباری,57,5,28320293733348826,IRO1BSDR0001,وبصادر,بانک صادرات ایران,794089281580000,1015,29,2.94,1015,1014,1013,1010,1006,203,1015,1015,29,2.94,1015,1015,0,0,0,0,0,986,1192416365,34147,5000,69321,507500,0,0,0,0,0,12:29:51,1015,957,2710,1173618531225,1156274415,782353972000,1656,2,1,2,2,0,0,0,0,0
760,5,36527859,3433935,392,3,37863493,2098301,1,صندوق سرمایه‌گذاری قابل معامله,68,,12590355983583239,IRTKNGRI0001,نقرین,صندوق س.کالای نوویرا1,31083000000000,10361,-72,-0.69,10420,10419,10418,10417,10416,,10370,10423,-10,-0.1,10470,10280,10423,10424,10427,10430,10432,10433,40000,3000,44590,137249,4253,49512,36876,27619,762475,72973,13:03:56,11476,9390,2698,430529651327,41553065,3000000000,1,2,2,7,4,1,1,1,10,2
629,7,30668715,3489712,921,9,32278281,1880146,1,صندوق سرمایه‌گذاری قابل معامله,68,,44604318643489231,IRT1BIDF0001,بیدار,صندوق س سهامی بیدار-اهرمی,152505000000000,50835,1910,3.9,50882,50880,50879,50873,50871,,50420,50882,1957,4,50882,50300,51200,51526,52747,53549,53673,48925,7483457,23,34125,20,21111,100,2800,101,27584,10000,12:29:02,50882,46968,2656,1736453783579,34158427,3000000000,275,1,2,1,1,1,2,1,1,1
702,0,22581324,0,243,2,19561188,3020136,1,صندوق سرمایه‌گذاری قابل معامله,68,,65365726391403130,IRTKNOGR0001,نقراط,صندوق س.کالای آگاه1,13035000000000,13035,-60,-0.46,12994,12993,12992,12991,12990,,13011,12995,-100,-0.76,13139,12980,12995,12998,12999,13000,13006,13095,938,44098,596,188,2106,52578,10000,86,52106,5000,13:03:58,14404,11786,2648,321687402423,24679268,1000000000,2,7,5,2,5,2,1,1,1,1
831,6,386608983,43493241,580,14,128975983,301126241,1,خودرو و ساخت قطعات,34,560,26824673819862694,IRO1BHMN0001,خبهمن,گروه‌بهمن,363522510900000,2700,76,2.9,2702,2701,2700,2699,2698,4.8,2682,2702,78,2.97,2702,2660,2711,2776,2787,2788,2802,2624,36132688,809765,282956,230741,1100000,91773,5000,1900,4000,4000,12:29:44,2702,2546,2633,1161162915240,430102224,134637967000,166,7,5,4,2,1,1,1,1,1
564,1,9694104,15330,260,0,9709434,0,1,انبوه‌سازی، املاک و مستغلات,70,1764,66456062140680461,IRO1SGOS0001,ثامان,سامان‌ گستراصفهان,28455000000000,40650,220,0.54,40350,40300,40290,40280,40270,23,41150,40400,-30,-0.07,41630,40260,40670,40680,40690,40700,40790,40430,144,150,33314,200,345,20000,2396,30000,15000,11000,12:29:53,41640,39220,2594,394720791700,9709434,700000000,1,1,2,1,1,1,1,1,1,1
649,13,36954077,110587907,379,6,131836984,15705000,1,بانک‌ها و موسسات اعتباری,57,1396,22312990497291517,IRO3BSAP0001,سامان,بانک سامان,1309820000000000,8290,180,2.22,8250,8240,8220,8210,8200,5.9,8300,8280,170,2.1,8350,8140,8280,8300,8320,8330,8340,8110,1223,650,219378,31000,597152,209178,900000,127426,15000,1206770,12:29:59,8350,7870,2564,1223470786600,147541984,158000000000,2,1,6,4,11,1,3,2,1,7
868,34,1193285,728819,626,28,1492132,429972,1,صندوق سرمایه‌گذاری قابل معامله,68,,12390706505809150,IRTKKIAN0001,گوهر,صندوق س.کالای کیان,322504800000000,1075016,-8238,-0.76,1079005,1079003,1079000,1078999,1078952,,1077000,1079900,-3354,-0.31,1084900,1066666,1079100,1079900,1079997,1079998,1079999,1083254,9,125,9691,1153,323,357,137,3695,1489,575,13:03:53,1191579,974929,2512,2232778569034,2076972,300000000,2,5,2,4,3,2,2,4,1,1
807,7,9164811,1913046,556,7,9249076,1828781,1,صندوق سرمایه‌گذاری قابل معامله,68,,12913156843322499,IRTKNAHL0001,نهال,صندوق س.کالای نوویرا,52386600000000,74838,2178,3,75900,75870,75714,75713,75712,,73600,75900,3240,4.46,76446,73400,75902,76003,76030,76060,76191,72660,107973,14332,33000,2044,2000,80421,6802,131,5000,5067,13:03:54,79926,65394,2467,997853005432,13333511,700000000,2,5,2,1,2,1,3,1,1,2
257,1,29682369,1463047,1930,2,29649331,1496085,1,انبوه‌سازی، املاک و مستغلات,70,721,4545713647225984,IRO1SPHR0001,ثپهران,توسعه ساختمان سپهر تهران,60900000000000,4060,100,2.53,4070,4060,4050,4040,4030,5.6,4060,4070,110,2.78,4070,4000,4080,4200,4290,4300,0,3960,19395,66632,157803,77837,199705,70249,3464,866,866,0,12:29:56,4070,3850,2435,126495739960,31145416,15000000000,4,6,3,2,6,26,4,1,1,0
787,5,7098579,962721,325,11,7053337,1007963,1,مواد و محصولات دارویی,43,5718,34641719089573667,IRO1TMVD0001,دتماد,تولیدمواداولیه‌داروپخش,166096000000000,59320,840,1.44,59280,59270,59230,59220,59210,10.4,58480,59310,830,1.42,59980,58480,59310,59320,59350,59400,59440,58480,29140,1700,1719,7205,1115,5000,43593,22257,33315,30500,12:30:01,60230,56730,2432,478179459270,8061300,2800000000,1,1,1,2,1,1,2,1,2,2
630,2,49619240,5708288,336,2,43880056,11447472,1,صندوق سرمایه‌گذاری قابل معامله,68,,7887331100268907,IRTKSLVA0001,سیلوا,صندوق س.کالای پاداش1,10115000000000,10115,115,1.15,10155,10154,10153,10152,10151,,10160,10156,156,1.56,10188,10050,10156,10157,10168,10169,10170,10000,82929,200350,37534,23617,100295,97000,14660,38000,45965,98264,13:03:58,11000,9000,2424,572493188120,56600253,1000000000,4,3,7,4,2,1,1,1,1,1
564,33,20569797,10101522,363,2,22008253,8663066,1,صندوق سرمایه‌گذاری قابل معامله,68,,14035144070182412,IRTKRITO0001,ریتون,صندوق س. کالای پاسارگاد,171920000000000,21490,-199,-0.92,21570,21569,21568,21567,21566,,21488,21571,-118,-0.54,21584,21300,21571,21580,21584,21588,21590,21689,24255204,5001231,5001149,5030210,5000000,5373,699896,23,3221,736406,13:03:55,23857,19521,2369,762991327768,35504653,8000000000,248,52,51,51,50,1,12,1,3,12
709,1,86977971,5701590,523,3,91505561,1174000,1,فلزات اساسی,27,393,14800142337291217,IRO3FAYZ0001,فولای,صنایع فولاد آلیاژی یزد,14592000000000,4560,50,1.11,4600,4580,4570,4560,4550,11.6,4530,4610,100,2.22,4640,4430,4620,4630,4640,0,0,4510,77122,7000,1502635,166330,379954,140341,4463197,12643188,0,0,12:29:58,4640,4380,2365,423029245540,92679561,3200000000,3,2,7,5,10,3,22,80,0,0
836,4,72942202,67251294,528,16,30281548,109911948,1,صندوق سرمایه‌گذاری قابل معامله,68,,5092823031617455,IRT1BNKP0001,بانکپاد,صندوق س صنایع پاسارگاد1-بخشی,10608000000000,10608,608,6.08,10661,10660,10655,10652,10651,,10550,10670,670,6.7,10865,10498,10670,10671,10672,10673,10674,10000,20000,999980,28556,308105,1006775,155385,132101,500000,500000,500000,12:29:59,10866,10234,2360,1487171476547,140193496,1000000000,2,1,1,1,3,1,1,1,1,1
475,5,33120552,2150260,1040,4,33030097,2240715,1,صندوق سرمایه‌گذاری قابل معامله,68,,7681671915916933,IRT1JHSH0001,جهش,صندوق سهامی جهش فارابی-اهرمی,110211000000000,36737,1368,3.87,36783,36782,36736,36735,36700,,36400,36783,1414,4,36783,36250,37509,37569,37571,37605,37609,35369,12753152,8381,270,1537,11353,1050,1500,2070,3000,16000,12:29:40,36783,33955,2358,1295743318918,35270812,3000000000,502,2,1,3,3,1,1,2,1,3
303,1,34609097,3250490,291,2,33452978,4406609,1,صندوق سرمایه‌گذاری قابل معامله,68,,37118058361762279,IRT3RT040001,مالک آتیه,ص.س.املاک و مستغلات مالک آتیه,6269000000000,12538,260,2.12,12643,12640,12639,12632,12630,,12385,12644,366,2.98,12646,12347,12644,12645,12646,13451,0,12278,1820,100000,816058,15162,20120,525528,285350,884832,1820,0,13:03:51,12646,11910,2357,481773024296,38424330,500000000,1,1,4,4,2,1,3,18,1,0
514,1,156965732,30551902,1076,3,131077779,56439855,1,زراعت و خدمات وابسته,1,183,14916489896692147,IRO3MAHZ0001,زملارد,کشاورزی و دامپروری ملارد شیر,27802624850000,1474,41,2.86,1475,1474,1473,1472,1471,8.1,1435,1475,42,2.93,1475,1435,1556,1597,1603,1604,0,1433,3375058,320747,403537,26433,72734,74707,53635,8638,67011,0,12:29:43,1475,1391,2301,276442755600,187517634,18862025000,18,5,6,3,2,5,6,7,9,0
891,12,68629019,25742787,358,10,37341050,57030756,1,استخراج کانه‌های فلزی,13,870,30703140537034664,IRO3GZIZ0001,کگهر,معدنی و صنعتی گهرزمین,1600200000000000,7620,210,2.83,7630,7620,7610,7600,7590,8.8,7620,7630,220,2.97,7630,7540,7690,7810,7860,7870,0,7410,7791138,787126,1215445,48835,161932,1126,2198,305500,2001,0,12:29:33,7630,7190,2248,719524016860,94371806,210000000000,56,29,11,5,6,1,1,2,2,0
569,38,74457059,5700000,588,9,6297216,73859843,1,محصولات شیمیایی,44,1498,25244329144808274,IRO1PKLJ0001,فارس,صنایع پتروشیمی خلیج فارس,15387500000000000,12310,350,2.93,12310,12300,12290,12160,12150,8.2,12310,12310,350,2.93,12310,12310,0,0,0,0,0,11960,130484628,13286,8812,51500,3640,0,0,0,0,0,12:29:08,12310,11610,2245,986733396290,80157059,1250000000000,1862,4,3,4,2,0,0,0,0,0
704,2,92537079,19107033,614,0,111644112,0,1,صندوق سرمایه‌گذاری قابل معامله,68,,15494954332657697,IRT1HOMA0001,همای,صندوق س همای آگاه-ثابت,101420000000000,10142,10,0.1,10141,10140,10139,10138,10137,,10149,10142,10,0.1,10155,10140,10142,10143,10144,10146,10147,10132,1204076,201702685,5585856,5000000,5017581,534198,931266,10000,198280,81326,13:03:57,10435,9829,2210,1138222727709,112229217,10000000000,9,241,10,5,8,7,2,1,2,2
553,3,27184342,1323983,812,7,22196957,6311368,1,صندوق سرمایه‌گذاری قابل معامله,68,,64216772923447100,IRT1SHTF0001,شتاب,صندوق س سهامی شتاب آگاه-اهرمی,115445000000000,46178,1696,3.81,46261,46260,46259,46258,46257,,45950,46261,1779,4,46261,45780,46775,46963,46973,47150,0,44482,5489077,70362,24,436,5966,300,100,853,23,0,12:29:56,46261,42703,2174,1316471612906,28508325,2500000000,375,7,1,3,6,1,1,1,1,0
